open_time,gate_premium_vs_market_median_bps,rolling_median_4h_bps,rolling_mad_4h_bps,rolling_std_4h_bps,rolling_median_12h_bps,rolling_mad_12h_bps,rolling_std_12h_bps,rolling_median_24h_bps,rolling_mad_24h_bps,rolling_std_24h_bps
2026-06-10 06:00:00+00:00,37.84528221607593,,,,,,,,,
2026-06-10 06:15:00+00:00,-1.485994501820681,,,,,,,,,
2026-06-10 06:30:00+00:00,25.702221406278685,,,,,,,,,
2026-06-10 06:45:00+00:00,14.716703458425313,,,,,,,,,
2026-06-10 07:00:00+00:00,5.164717600620102,,,,,,,,,
2026-06-10 07:15:00+00:00,-21.44098184910052,,,,,,,,,
2026-06-10 07:30:00+00:00,-20.88617037147512,,,,,,,,,
2026-06-10 07:45:00+00:00,-37.49531308586427,1.8393615493997104,,25.744951493741105,,,,,,
2026-06-10 08:00:00+00:00,0.7418122473195287,0.7418122473195287,,24.082721325331164,,,,,,
2026-06-10 08:15:00+00:00,0.7429144534000153,0.742363350359772,,22.70580494788423,,,,,,
2026-06-10 08:30:00+00:00,5.950609937518257,0.7429144534000153,,21.606458504998884,,,,,,
2026-06-10 08:45:00+00:00,7.4710496824803885,2.9538160270100584,,20.688927244475334,,,,,,
2026-06-10 09:00:00+00:00,7.544661031825702,5.164717600620102,,19.880868486423147,,,,,,
2026-06-10 09:15:00+00:00,6.622245536495642,5.55766376906918,,19.142744608334795,,,,,,
2026-06-10 09:30:00+00:00,1.562040918034033,5.164717600620102,2.991310056895834,18.44721197604081,,,,,,
2026-06-10 09:45:00+00:00,9.007030694620989,5.55766376906918,3.449366925551809,17.90315156158184,,,,,,
2026-06-10 10:00:00+00:00,13.263245448720934,5.55766376906918,3.5260218040689386,15.582148919081048,,,,,,
2026-06-10 10:15:00+00:00,15.319371532123633,6.2864277370069495,3.6026766825860683,15.959914326190066,,,,,,
2026-06-10 10:30:00+00:00,3.7947981502218533,5.55766376906918,3.5260218040689386,14.691612080688772,,,,,,
2026-06-10 10:45:00+00:00,8.202527869951972,5.55766376906918,3.449366925551809,14.365549776900865,,,,,,
2026-06-10 11:00:00+00:00,-3.6424591802980806,4.872704043870055,3.5260218040689386,14.337379158286419,,,,,,
2026-06-10 11:15:00+00:00,-8.112865590656941,4.872704043870055,3.6026766825860683,13.376121340399262,,,,,,
2026-06-10 11:30:00+00:00,1.890537858020607,4.872704043870055,3.5260218040689386,12.083082914145136,,,,,,
2026-06-10 11:45:00+00:00,-8.78652132608938,4.872704043870055,3.5260218040689386,6.791545675763605,4.479757875420978,,15.322571822251303,,,
2026-06-10 12:00:00+00:00,12.495577619365545,6.2864277370069495,4.059955169028199,7.0633785221675565,5.164717600620102,,15.128551541676456,,,
2026-06-10 12:15:00+00:00,4.412089124201311,6.2864277370069495,4.059955169028199,6.989576772834925,4.7884033624107065,,14.825308434153618,,,
2026-06-10 12:30:00+00:00,15.798880973268188,7.046647609488016,4.059955169028199,7.510719929450177,5.164717600620102,,14.741404273308541,,,
2026-06-10 12:45:00+00:00,6.346357956471942,6.484301746483792,3.5260218040689386,7.495568313102562,5.55766376906918,,14.475349777479106,,,
2026-06-10 13:00:00+00:00,8.550043112505985,6.484301746483792,3.5260218040689386,7.519303870544188,5.950609937518257,,14.243374603462748,,,
2026-06-10 13:15:00+00:00,14.753067802337762,7.274442913211956,4.905913282472332,7.872419707160672,6.1484839469951,,14.136815593446542,,,
2026-06-10 13:30:00+00:00,3.4723226945225427,7.274442913211956,5.005635050524004,7.816069740905888,5.950609937518257,,13.899822256925981,,,
2026-06-10 13:45:00+00:00,7.963224381946187,7.154791169209064,5.005635050524004,7.794048146678417,6.1484839469951,,13.690156002538549,,,
2026-06-10 14:00:00+00:00,1.1603283729301326,5.379223540336627,4.010507693047954,7.625820809095924,5.950609937518257,,13.485603541792992,,,
2026-06-10 14:15:00+00:00,3.651346523524272,4.103443637211583,3.392143202269431,7.138596842756516,5.55766376906918,,13.280039316749397,,,
2026-06-10 14:30:00+00:00,16.517166054720764,5.379223540336627,4.010507693047954,7.738531194422681,5.950609937518257,,13.248302285148927,,,
2026-06-10 14:45:00+00:00,-0.2892221370621077,4.031717823862792,4.269917564165697,7.816412567073404,5.55766376906918,,13.082425931100516,,,
2026-06-10 15:00:00+00:00,14.316810565222104,5.379223540336627,4.269917564165697,7.81866490187636,5.950609937518257,,13.001992224628388,,,
2026-06-10 15:15:00+00:00,8.942380285716581,7.154791169209064,4.010507693047954,6.890788637248076,6.1484839469951,,12.843787677936445,,,
2026-06-10 15:30:00+00:00,13.847355007880338,8.256633747226086,4.269917564165697,6.953622136410607,6.346357956471942,,12.756494209458458,,,
2026-06-10 15:45:00+00:00,13.010649728457306,8.746211699111283,4.241666598376258,5.4901650209461685,6.484301746483792,,12.655174253119862,,,
